iter	Logloss
237	0.4367528046
238	0.4356213493
239	0.4349913738
240	0.4344824597
241	0.4334149523
242	0.4327794983
243	0.4323000849
244	0.4315600586
245	0.4305554417
246	0.4298617441
247	0.4295018797
248	0.428572033
249	0.4279390636
250	0.4277197153
251	0.4269186965
252	0.4263899996
253	0.4254771115
254	0.4247791175
255	0.4240747262
256	0.4235261107
257	0.4227124939
258	0.4224808556
259	0.4217081126
260	0.4208345745
261	0.4202690193
262	0.4199803164
263	0.4191617841
264	0.4186837832
265	0.4183139466
266	0.4175759903
267	0.4170384658
268	0.4166285304
269	0.4155197674
270	0.4149589477
271	0.4144816247
272	0.4138723827
273	0.4131751577
274	0.4121702018
275	0.411486297
276	0.4110566342
277	0.4102969295
278	0.4099308253
279	0.409092199
280	0.4084132864
281	0.4077176587
282	0.4071764773
283	0.4067506155
284	0.4061053937
285	0.4054803737
286	0.4051107781
287	0.4043525813
288	0.4039010242
289	0.4033578175
290	0.4029106412
291	0.4023395298
292	0.4018628453
293	0.4012025522
294	0.4008400414
295	0.3999270381
296	0.3993812991
297	0.3988538
298	0.3983074362
299	0.3977450914
300	0.3970216384
301	0.3964910537
302	0.3959932485
303	0.395286817
304	0.3947967858
305	0.3942833869
306	0.3939053356
307	0.3932320034
308	0.3924528316
309	0.3919706871
310	0.3911187742
311	0.3906745634
312	0.3901201292
313	0.3895897814
314	0.3889867832
315	0.3886377463
316	0.3879622837
317	0.3875731641
318	0.3868316516
319	0.3862676486
320	0.3859724697
321	0.3854250022
322	0.3850654219
323	0.3844667833
324	0.3836522046
325	0.3831109722
326	0.382553052
327	0.3819124354
328	0.3814219599
329	0.3809333506
330	0.3802212415
331	0.3795448435
332	0.3791591845
333	0.3785445834
334	0.377809196
335	0.3775238763
336	0.376842833
337	0.3759609617
338	0.3752720562
339	0.3749301453
340	0.3744618171
341	0.3740200366
342	0.373343547
343	0.3728265155
344	0.3723393127
345	0.3717987163
346	0.3712916878
347	0.3704795238
348	0.3698206738
349	0.3694510142
350	0.3690831358
351	0.3683442937
352	0.3681646804
353	0.3679359916
354	0.3675696759
355	0.3670871951
356	0.365998701
357	0.3654250947
358	0.3649558006
359	0.3639134434
360	0.363370163
361	0.3629593731
362	0.3623011265
363	0.3619735517
364	0.3614200639
365	0.3608308337
366	0.3598516438
367	0.3594482424
368	0.358858812
369	0.3585657955
370	0.3583135737
371	0.3579728237
372	0.3575165522
373	0.3570086783
374	0.3563664016
375	0.3554960348
376	0.355131317
377	0.3547117073
378	0.3543484849
379	0.3539705915
380	0.3536465924
381	0.3531877808
382	0.3525781572
383	0.3523644584
384	0.351963646
385	0.3512808789
386	0.3506749251
387	0.350126315
388	0.3497873455
389	0.3491314985
390	0.3483491807
391	0.3477231231
392	0.3471811144
393	0.3467933012
394	0.3465828254
395	0.3460634574
396	0.3458422145
397	0.3452199801
398	0.3449667376
399	0.3445548935
400	0.344070324
401	0.3435894642
402	0.3428709853
403	0.3425507742
404	0.342210129
405	0.3418966527
406	0.3417641679
407	0.3413614489
408	0.3410330909
409	0.3407588355
410	0.3404276234
411	0.3399047076
412	0.3395347311
413	0.3390367921
414	0.3387486333
415	0.3382806943
416	0.3378728664
417	0.3373695543
418	0.3370929726
419	0.336680373
420	0.3360899915
421	0.3355527115
422	0.334902371
423	0.334502737
424	0.3338087532
425	0.3333738486
426	0.3326902023
427	0.3323063939
428	0.3320235897
429	0.3317065963
430	0.331470825
431	0.3310703684
432	0.3307150921
433	0.3304248249
434	0.3301449204
435	0.3296750681
436	0.3290850983
437	0.328741249
438	0.3285616104
439	0.3281859569
440	0.3276777091
441	0.3274197166
442	0.3269968395
443	0.3265931313
444	0.3262275093
445	0.3257893511
446	0.3253780555
447	0.3250281755
448	0.324277018
449	0.3237989809
450	0.3233128385
451	0.3230229611
452	0.3226426908
453	0.3222319968
454	0.3221814499
455	0.3215865592
456	0.3212830039
457	0.3209876583
458	0.3207015406
459	0.3205774237
460	0.3199945725
461	0.3195616978
462	0.3191068502
463	0.3187334229
464	0.3184616336
465	0.3180272272
466	0.3177883227
467	0.3173608031
468	0.3169878757
469	0.316581248
470	0.3162793618
471	0.3157883289
472	0.3154375027
473	0.314991935
474	0.314767375
475	0.3146137632
476	0.3141374724
477	0.3136443222
478	0.3132660595
479	0.3128823657
480	0.3124942732
481	0.3121000995
482	0.3117361466
483	0.3113251932
484	0.3107697329
485	0.310278537
486	0.3099337886
487	0.309432765
488	0.3090626727
489	0.3087231449
490	0.3084287414
491	0.3080153292
492	0.3075183796
493	0.3069968667
494	0.3066133038
495	0.306152944
496	0.3057564235
497	0.3053203484
498	0.3045847943
499	0.3041395758
500	0.303773616
501	0.3035213583
502	0.3032151089
503	0.3026686755
504	0.3021694814
505	0.3020111764
506	0.3017890377
507	0.3014980701
508	0.301265377
509	0.3009930871
510	0.3003738517
511	0.2999394256
512	0.2996819921
513	0.2993911282
514	0.2988249068
515	0.2984888811
516	0.2980566212
517	0.2978455944
518	0.2974255905
519	0.2967941257
520	0.2964059555
521	0.2962394176
522	0.2958308117
523	0.2957123561
524	0.2954165818
525	0.2952528869
526	0.2949806776
527	0.2943695036
528	0.2941250466
529	0.2935159629
530	0.293248975
531	0.2927581905
532	0.2924738255
533	0.2920516858
534	0.2918196278
535	0.2916237089
536	0.291016829
537	0.290680124
538	0.2903859489
539	0.2900472589
540	0.289653988
541	0.2893397049
542	0.2890570299
543	0.2888706941
544	0.2886975088
545	0.2883359302
546	0.2879555372
547	0.2877007782
548	0.2873365687
549	0.2872078881
550	0.2868619599
551	0.2865225229
552	0.2862006827
553	0.2859969889
554	0.285466588
555	0.2849469735
556	0.2845156517
557	0.284172158
558	0.2841053049
559	0.2837753771
560	0.2832849175
561	0.2830809224
562	0.2829270225
563	0.2827009562
564	0.2824892142
565	0.2821794314
566	0.2818965615
567	0.2817312885
568	0.281455236
569	0.281268326
570	0.2808700281
571	0.2805741741
572	0.2800790875
573	0.2796348839
574	0.2792606374
575	0.2787692759
576	0.2784462572
577	0.2781846684
578	0.2779234573
579	0.2775458315
580	0.2772206981
581	0.2768007769
582	0.2765643422
583	0.2761065671
584	0.2758791108
585	0.2755604081
586	0.2752773458
587	0.2748778341
588	0.2746334021
589	0.2742443484
590	0.2740875712
591	0.2738315976
592	0.2734966221
593	0.2734509249
594	0.2731140299
595	0.2729507498
596	0.2726279312
597	0.2724269818
598	0.2722067856
599	0.2719124103
600	0.2716485065
601	0.2712254548
602	0.2710630166
603	0.2706946931
604	0.2703438902
605	0.2699320861
606	0.2693453858
607	0.2690569113
608	0.2687935639
609	0.2684446642
610	0.267783715
611	0.2671458496
612	0.2669079509
613	0.266675516
614	0.2663583899
615	0.2661753394
616	0.2658942238
617	0.2655106608
618	0.2650911528
619	0.2647692
620	0.2646046957
621	0.2644402841
622	0.2641715031
623	0.2637208946
624	0.2634297604
625	0.2631730685
626	0.2628224034
627	0.2624784147
628	0.2622975755
629	0.262115704
630	0.2619407399
631	0.2617235118
632	0.2613066851
633	0.2610530237
634	0.2608355526
635	0.2606232964
636	0.260267191
637	0.2599678738
638	0.2596325147
639	0.2593804889
640	0.2589888949
641	0.2588400024
642	0.2584329431
643	0.258117517
644	0.2577472785
645	0.2573070397
646	0.2571272914
647	0.2569511386
648	0.256811679
649	0.2565535939
650	0.2563335401
651	0.2560255217
652	0.2558577424
653	0.2553590708
654	0.2549798832
655	0.2548680274
656	0.2547197122
657	0.254536487
658	0.2544907228
659	0.2540741283
660	0.2537019257
661	0.2533784259
662	0.2528849072
663	0.2525809205
664	0.2522237208
665	0.2520813568
666	0.2516553612
667	0.2512950893
668	0.2511278613
669	0.2509957894
670	0.2508385733
671	0.2505122979
672	0.2501559128
673	0.2497847005
674	0.249245433
675	0.2490915068
676	0.2488621915
677	0.2484199544
678	0.2482810246
679	0.2479839375
680	0.2478008598
681	0.2474986034
682	0.2472938265
683	0.2471204592
684	0.2469789186
685	0.2466388518
686	0.2464405937
687	0.2459894019
688	0.245722271
689	0.245496625
690	0.2453110935
691	0.2449246257
692	0.2445552659
693	0.2443661462
694	0.2442394474
695	0.2437856701
696	0.2436017483
697	0.2433795173
698	0.2431843123
699	0.2429924401
700	0.2428021478
701	0.2425037742
702	0.2423315939
703	0.2418095316
704	0.2413939904
705	0.2412421562
706	0.2411422088
707	0.2407838535
708	0.2406343966
709	0.2404006608
710	0.2400994281
711	0.2398112493
712	0.2396010382
713	0.2393535739
714	0.239175599
715	0.2388442396
716	0.2384794038
717	0.238048452
718	0.2379151405
719	0.2376999097
720	0.2374198524
721	0.2372287705
722	0.2369333109
723	0.2366328806
724	0.2361985541
725	0.2359601499
726	0.2357122024
727	0.235540649
728	0.2352459415
729	0.2349889983
730	0.2347095257
731	0.2342875774
732	0.2340075459
733	0.2337686488
734	0.2332739797
735	0.2328772824
736	0.2325222067
737	0.23239193
738	0.2321969217
739	0.2319553584
740	0.2317525119
741	0.2316267654
742	0.2313204203
743	0.2310719762
744	0.230992911
745	0.2309486225
746	0.2307096411
747	0.2305338723
748	0.2303817422
749	0.2301319925
750	0.2299190946
751	0.2296422976
752	0.2293001933
753	0.2291576871
754	0.2289144577
755	0.2285002266
756	0.2280821483
757	0.2277554606
758	0.2276530377
759	0.2275992666
760	0.227444341
761	0.227296361
762	0.227124849
763	0.226941999
764	0.2267161128
765	0.2265171218
766	0.2262586946
767	0.2259685127
768	0.2257885879
769	0.2256528209
770	0.2254396242
771	0.2252454491
772	0.2250545298
773	0.2248140823
774	0.2246604861
775	0.2245872756
776	0.2243189695
777	0.224110329
778	0.2238733109
779	0.2236178672
780	0.2233749307
781	0.2230385593
782	0.2227514575
783	0.2223926074
784	0.2222117366
785	0.2220789362
786	0.2216265579
787	0.221500121
788	0.2211607533
789	0.2208960394
790	0.2205549239
791	0.2204160233
792	0.2200719961
793	0.2199044498
794	0.2195293487
795	0.2191064731
796	0.2189923882
797	0.218860275
798	0.2186816441
799	0.2184475877
800	0.2182875137
801	0.218058963
802	0.2179845879
803	0.2177943366
804	0.2174242017
805	0.2172618854
806	0.2170322089
807	0.2168860305
808	0.216519692
809	0.2162038846
810	0.2160615736
811	0.2157210745
812	0.2155472218
813	0.2151336315
814	0.2147320703
815	0.2145554637
816	0.2143110098
817	0.2139199254
818	0.2138476439
819	0.2136847983
820	0.2136236878
821	0.2132857929
822	0.2129844372
823	0.2128364134
824	0.2125222845
825	0.2123197536
826	0.2121677326
827	0.211988971
828	0.2118313728
829	0.21178101
830	0.2116317722
831	0.2114627222
832	0.2114030654
833	0.2113479048
834	0.2111159307
835	0.2110139922
836	0.2108006421
837	0.2104622593
838	0.2103184553
839	0.2099274679
840	0.209718392
841	0.2094174955
842	0.2091436465
843	0.2088887898
844	0.2086908612
845	0.2083101784
846	0.2079921508
847	0.2078771806
848	0.2076472665
849	0.2073475328
850	0.2070381147
851	0.2069692031
852	0.2067972388
853	0.2067273493
854	0.2064639887
855	0.2062626386
856	0.2059724336
857	0.2058636255
858	0.2055875422
859	0.2054485161
860	0.2052267255
861	0.2050426425
862	0.2048727441
863	0.2047311731
864	0.2045934132
865	0.204321542
866	0.2039872179
867	0.2038560278
868	0.2036670815
869	0.2034004658
870	0.2032455583
871	0.2032232472
872	0.203019455
873	0.2028974024
874	0.2026749604
875	0.2024873809
876	0.2021808102
877	0.2018768887
878	0.2018171434
879	0.201715707
880	0.2015297929
881	0.2013051981
882	0.201235862
883	0.2011266266
884	0.2010253654
885	0.2008470408
886	0.200692195
887	0.2005438595
888	0.2001970223
889	0.1999955693
890	0.1998242325
891	0.1996008604
892	0.1994389951
893	0.1991389716
894	0.1990511919
895	0.1989723818
896	0.1987449145
897	0.1985485339
898	0.198264717
899	0.1981589279
900	0.1980593737
901	0.1979800175
902	0.1976520529
903	0.1973375458
904	0.1970190286
905	0.1968991597
906	0.1968401461
907	0.1967480988
908	0.1964825526
909	0.1962653549
910	0.1960249432
911	0.1958581005
912	0.195656871
913	0.1954090678
914	0.1953316237
915	0.1952658575
916	0.1950516413
917	0.1949763573
918	0.1948855971
919	0.1947406508
920	0.1944843622
921	0.1942573194
922	0.1941078549
923	0.1938705626
924	0.19369712
925	0.1934902909
926	0.1933125568
927	0.193193842
928	0.1930641211
929	0.1928200877
930	0.1927047189
931	0.1924571189
932	0.1923737377
933	0.1920926907
934	0.1920029465
935	0.1916309487
936	0.1913741484
937	0.1912812942
938	0.1910722434
939	0.1907451045
940	0.1906865613
941	0.1905636694
942	0.1904192396
943	0.1903197188
944	0.1899238834
945	0.1897905746
946	0.1894423161
947	0.1893912735
948	0.1892470797
949	0.1890758471
950	0.188986902
951	0.1887642984
952	0.1884649978
953	0.1883568176
954	0.1881640224
955	0.1880429751
956	0.1877752495
957	0.1875863788
958	0.1874652386
959	0.18714645
960	0.1870325729
961	0.1868194755
962	0.1866156586
963	0.1865258056
964	0.1862925698
965	0.1860539985
966	0.1858440576
967	0.1857680728
968	0.1855874023
969	0.1854211236
970	0.1851402973
971	0.184950841
972	0.1848673305
973	0.1847428201
974	0.1845723399
975	0.1843927884
976	0.1842938037
977	0.1841633871
978	0.1840821288
979	0.1838069603
980	0.1837082203
981	0.1834849099
982	0.1833708085
983	0.1831517088
984	0.1829599383
985	0.1827920763
986	0.1825658014
987	0.1823159756
988	0.1821462393
989	0.1817972249
990	0.1817005839
991	0.1814470064
992	0.1813548573
993	0.1811477536
994	0.1810126016
995	0.1808672894
996	0.1807402616
997	0.1804140143
998	0.1802198395
999	0.1800312371
