iter	Passed	Remaining
278	470	1215
279	471	1213
280	473	1211
281	474	1208
282	476	1206
283	477	1203
284	479	1201
285	480	1199
286	481	1197
287	483	1194
288	484	1192
289	486	1190
290	487	1187
291	488	1185
292	490	1183
293	491	1180
294	493	1178
295	494	1176
296	496	1174
297	498	1174
298	500	1172
299	502	1171
300	503	1170
301	505	1168
302	507	1166
303	508	1164
304	510	1162
305	511	1160
306	513	1158
307	514	1156
308	516	1155
309	518	1153
310	519	1151
311	521	1149
312	522	1147
313	524	1145
314	525	1143
315	527	1141
316	528	1139
317	529	1135
318	531	1134
319	533	1133
320	535	1131
321	536	1130
322	538	1128
323	540	1126
324	541	1125
325	543	1123
326	545	1121
327	546	1120
328	548	1118
329	550	1117
330	552	1115
331	553	1113
332	555	1112
333	557	1110
334	558	1109
335	560	1107
336	561	1105
337	563	1103
338	565	1102
339	566	1100
340	569	1099
341	570	1098
342	572	1096
343	574	1094
344	575	1093
345	577	1091
346	578	1089
347	580	1087
348	582	1086
349	584	1084
350	585	1082
351	587	1081
352	588	1079
353	590	1077
354	592	1077
355	594	1075
356	597	1075
357	598	1073
358	600	1072
359	602	1070
360	604	1069
361	606	1068
362	608	1067
363	610	1065
364	611	1063
365	613	1062
366	614	1060
367	616	1058
368	617	1056
369	619	1054
370	620	1052
371	621	1049
372	623	1047
373	624	1045
374	626	1044
375	627	1042
376	629	1040
377	631	1038
378	632	1036
379	634	1034
380	635	1033
381	637	1031
382	638	1029
383	640	1027
384	642	1025
385	643	1023
386	645	1022
387	646	1020
388	648	1018
389	649	1016
390	651	1014
391	652	1012
392	654	1010
393	656	1009
394	657	1007
395	659	1005
396	660	1003
397	662	1002
398	664	1000
399	665	998
400	667	996
401	668	994
402	670	992
403	671	990
404	673	989
405	674	987
406	675	984
407	677	982
408	678	980
409	680	978
410	681	977
411	683	975
412	684	973
413	686	971
414	688	970
415	689	968
416	691	966
417	692	964
418	694	963
419	696	961
420	697	959
421	699	958
422	701	956
423	702	954
424	704	952
425	705	951
426	707	949
427	709	947
428	710	946
429	712	944
430	714	943
431	716	941
432	717	939
433	719	938
434	721	936
435	723	935
436	725	934
437	726	932
438	728	931
439	730	929
440	732	928
441	734	926
442	735	924
443	736	922
444	738	920
445	740	919
446	741	917
447	743	916
448	745	914
449	747	913
450	748	911
451	750	909
452	752	908
453	753	906
454	754	903
455	756	901
456	757	900
457	759	898
458	760	896
459	761	894
460	763	892
461	765	891
462	767	889
463	768	888
464	770	886
465	772	885
466	774	883
467	775	882
468	777	880
469	779	878
470	780	877
471	782	875
472	784	874
473	786	872
474	787	870
475	789	868
476	791	867
477	792	865
478	794	864
479	796	862
480	798	861
481	799	859
482	801	857
483	803	856
484	804	854
485	806	853
486	808	851
487	810	850
488	812	848
489	813	847
490	815	845
491	817	843
492	819	842
493	820	840
494	822	839
495	824	837
496	826	836
497	827	834
498	829	833
499	831	831
500	834	830
501	836	829
502	838	828
503	840	826
504	841	825
505	843	823
506	845	822
507	847	820
508	849	819
509	851	817
510	852	816
511	854	814
512	856	813
513	858	811
514	860	810
515	861	808
516	863	806
517	865	805
518	867	803
519	869	802
520	870	800
521	872	799
522	874	797
523	876	796
524	878	795
525	881	793
526	883	792
527	884	791
528	887	789
529	889	788
530	891	787
531	893	786
532	895	784
533	897	783
534	899	782
535	902	781
536	905	780
537	907	779
538	909	777
539	911	776
540	913	775
541	915	774
542	918	772
543	920	771
544	922	770
545	924	768
546	926	767
547	928	766
548	931	764
549	933	763
550	935	762
551	937	760
552	939	759
553	942	758
554	944	757
555	946	755
556	948	754
557	950	753
558	951	750
559	953	749
560	956	748
561	958	746
562	960	745
563	962	744
564	964	742
565	966	741
566	969	740
567	971	738
568	973	737
569	976	736
570	978	735
571	980	733
572	982	732
573	985	731
574	987	729
575	989	728
576	991	726
577	993	725
578	996	724
579	998	722
580	1000	721
581	1002	719
582	1004	718
583	1006	717
584	1008	715
585	1010	714
586	1012	712
587	1014	711
588	1016	709
589	1018	707
590	1020	706
591	1022	704
592	1024	703
593	1025	700
594	1027	699
595	1029	697
596	1031	696
597	1034	695
598	1036	694
599	1039	692
600	1041	691
601	1043	689
602	1045	688
603	1047	687
604	1049	685
605	1052	684
606	1054	682
607	1056	680
608	1058	679
609	1060	677
610	1062	676
611	1064	674
612	1066	673
613	1068	671
614	1070	669
615	1072	668
616	1074	666
617	1076	665
618	1078	663
619	1080	662
620	1082	660
621	1084	659
622	1086	657
623	1088	656
624	1090	654
625	1092	652
626	1094	651
627	1097	649
628	1099	648
629	1101	646
630	1104	645
631	1106	644
632	1108	642
633	1110	641
634	1112	639
635	1115	638
636	1117	636
637	1119	635
638	1121	633
639	1123	632
640	1125	630
641	1128	629
642	1130	627
643	1132	626
644	1135	624
645	1137	623
646	1139	621
647	1141	620
648	1144	618
649	1146	617
650	1148	615
651	1150	614
652	1152	612
653	1154	610
654	1157	609
655	1159	607
656	1161	606
657	1163	604
658	1164	602
659	1167	601
660	1169	599
661	1171	598
662	1173	596
663	1176	595
664	1179	593
665	1181	592
666	1183	590
667	1185	589
668	1187	587
669	1190	586
670	1192	584
671	1194	583
672	1196	581
673	1198	579
674	1201	578
675	1203	576
676	1205	575
677	1207	573
678	1209	571
679	1211	570
680	1213	568
681	1215	566
682	1218	565
683	1220	563
684	1222	562
685	1224	560
686	1226	558
687	1228	557
688	1230	555
689	1232	553
690	1234	551
691	1235	549
692	1237	548
693	1239	546
694	1241	544
695	1243	542
696	1244	541
697	1246	539
698	1248	537
699	1250	535
700	1252	534
701	1254	532
702	1256	530
703	1257	528
704	1259	527
705	1261	525
706	1263	523
707	1265	521
708	1267	520
709	1268	518
710	1270	516
711	1272	514
712	1274	512
713	1276	511
714	1277	509
715	1279	507
716	1281	505
717	1283	504
718	1285	502
719	1286	500
720	1288	498
721	1290	496
722	1292	495
723	1293	493
724	1295	491
725	1297	489
726	1299	487
727	1301	486
728	1302	484
729	1304	482
730	1306	480
731	1308	479
732	1310	477
733	1312	475
734	1314	474
735	1316	472
736	1318	470
737	1320	468
738	1322	467
739	1324	465
740	1326	463
741	1328	462
742	1330	460
743	1333	458
744	1335	457
745	1336	455
746	1338	453
747	1340	451
748	1343	450
749	1345	448
750	1347	446
751	1349	445
752	1351	443
753	1353	441
754	1355	439
755	1357	438
756	1359	436
757	1361	434
758	1363	432
759	1365	431
760	1367	429
761	1369	427
762	1371	425
763	1373	424
764	1374	422
765	1376	420
766	1378	418
767	1380	417
768	1382	415
769	1384	413
770	1386	411
771	1388	409
772	1389	408
773	1391	406
774	1393	404
775	1394	402
776	1396	400
777	1398	398
778	1400	397
779	1402	395
780	1404	393
781	1406	391
782	1407	390
783	1409	388
784	1411	386
785	1413	384
786	1414	382
787	1416	381
788	1418	379
789	1420	377
790	1422	375
791	1423	373
792	1425	372
793	1427	370
794	1429	368
795	1430	366
796	1432	364
797	1434	363
798	1436	361
799	1438	359
800	1439	357
801	1441	355
802	1443	354
803	1445	352
804	1446	350
805	1448	348
806	1450	346
807	1452	345
808	1454	343
809	1455	341
810	1457	339
811	1459	337
812	1461	336
813	1462	334
814	1465	332
815	1466	330
816	1468	328
817	1469	326
818	1470	324
819	1471	323
820	1473	321
821	1474	319
822	1476	317
823	1478	315
824	1479	313
825	1481	312
826	1482	310
827	1484	308
828	1486	306
829	1486	304
830	1488	302
831	1490	300
832	1491	299
833	1493	297
834	1495	295
835	1496	293
836	1498	291
837	1500	290
838	1502	288
839	1503	286
840	1505	284
841	1507	282
842	1509	281
843	1511	279
844	1512	277
845	1514	275
846	1515	273
847	1517	272
848	1519	270
849	1521	268
850	1522	266
851	1524	264
852	1526	263
853	1528	261
854	1529	259
855	1531	257
856	1533	255
857	1534	253
858	1536	252
859	1538	250
860	1539	248
861	1541	246
862	1542	244
863	1544	243
864	1546	241
865	1548	239
866	1549	237
867	1551	235
868	1553	234
869	1554	232
870	1556	230
871	1557	228
872	1559	226
873	1561	225
874	1562	223
875	1564	221
876	1566	219
877	1568	217
878	1569	215
879	1571	214
880	1573	212
881	1575	210
882	1577	209
883	1579	207
884	1581	205
885	1583	203
886	1585	201
887	1587	200
888	1589	198
889	1591	196
890	1593	194
891	1594	193
892	1596	191
893	1598	189
894	1600	187
895	1601	185
896	1603	184
897	1605	182
898	1606	180
899	1608	178
900	1610	176
901	1612	175
902	1614	173
903	1616	171
904	1617	169
905	1619	168
906	1620	166
907	1622	164
908	1624	162
909	1626	160
910	1627	159
911	1629	157
912	1631	155
913	1633	153
914	1635	151
915	1636	150
916	1638	148
917	1640	146
918	1642	144
919	1643	142
920	1645	141
921	1647	139
922	1648	137
923	1650	135
924	1652	133
925	1654	132
926	1657	130
927	1658	128
928	1660	126
929	1662	125
930	1664	123
931	1665	121
932	1667	119
933	1668	117
934	1670	116
935	1672	114
936	1674	112
937	1675	110
938	1677	108
939	1678	107
940	1680	105
941	1681	103
942	1683	101
943	1684	99
944	1686	98
945	1687	96
946	1689	94
947	1689	92
948	1691	90
949	1693	89
950	1695	87
951	1696	85
952	1698	83
953	1700	81
954	1701	80
955	1703	78
956	1705	76
957	1707	74
958	1708	73
959	1710	71
960	1712	69
961	1713	67
962	1715	65
963	1717	64
964	1718	62
965	1720	60
966	1722	58
967	1724	57
968	1726	55
969	1728	53
970	1730	51
971	1732	49
972	1734	48
973	1736	46
974	1738	44
975	1740	42
976	1742	41
977	1744	39
978	1745	37
979	1747	35
980	1749	33
981	1751	32
982	1753	30
983	1755	28
984	1757	26
985	1759	24
986	1761	23
987	1763	21
988	1765	19
989	1767	17
990	1769	16
991	1771	14
992	1772	12
993	1774	10
994	1776	8
995	1778	7
996	1781	5
997	1782	3
998	1784	1
999	1786	0
