iter	Logloss
332	0.1994443271
333	0.1988707793
334	0.1982777302
335	0.1977437353
336	0.1975186958
337	0.1968351885
338	0.1961756616
339	0.1956909978
340	0.1951669957
341	0.1945533329
342	0.1941229752
343	0.1936596224
344	0.1934244883
345	0.1928820898
346	0.1923114108
347	0.1916161562
348	0.1910822106
349	0.1908638926
350	0.1901062242
351	0.1898125355
352	0.1893302488
353	0.1889185852
354	0.1886403241
355	0.1881150287
356	0.1878279515
357	0.1871319005
358	0.1866998123
359	0.1864150978
360	0.1857620105
361	0.1852299721
362	0.1846945853
363	0.1843261716
364	0.1839816218
365	0.1835126183
366	0.1830164811
367	0.1825839157
368	0.1821526254
369	0.1815672393
370	0.1809254684
371	0.180704154
372	0.1799970344
373	0.1796154914
374	0.1789679642
375	0.1784952747
376	0.1781052308
377	0.1775662282
378	0.1771480483
379	0.1765571642
380	0.1762505486
381	0.1758812493
382	0.1753047731
383	0.1749823285
384	0.1747509725
385	0.1744206899
386	0.1739998898
387	0.1735709107
388	0.1733026969
389	0.1731163806
390	0.1727046942
391	0.1723890857
392	0.172047941
393	0.1717242259
394	0.1715884332
395	0.1710947557
396	0.1708785051
397	0.1705010819
398	0.1702081603
399	0.1698179053
400	0.1693724637
401	0.1689861068
402	0.1685577187
403	0.1682414732
404	0.1677452741
405	0.1672141517
406	0.1667935407
407	0.1663675858
408	0.1656758078
409	0.1652154873
410	0.1647885389
411	0.1646049205
412	0.1641324386
413	0.1638970523
414	0.163651039
415	0.1630140683
416	0.1626560374
417	0.1624124376
418	0.1621726589
419	0.1618171702
420	0.1613422424
421	0.1608139423
422	0.1603929212
423	0.1600039674
424	0.1596560409
425	0.1591536428
426	0.1588786948
427	0.1585204658
428	0.1582406857
429	0.1577165916
430	0.1571409679
431	0.1567268806
432	0.156219842
433	0.155551361
434	0.1549251821
435	0.1546745933
436	0.1544292559
437	0.1541328511
438	0.1537438342
439	0.1530225307
440	0.1523802416
441	0.1520654085
442	0.1517548911
443	0.1516054481
444	0.1512422937
445	0.1508557034
446	0.1505573608
447	0.1503432195
448	0.14997924
449	0.1494560857
450	0.1489806443
451	0.1485347435
452	0.1482881452
453	0.1481526882
454	0.147944078
455	0.1474609321
456	0.1470871552
457	0.1465459332
458	0.1462695674
459	0.1460359237
460	0.1455746533
461	0.145352421
462	0.1450927216
463	0.1445467196
464	0.1442831943
465	0.1440973541
466	0.1438143377
467	0.1435981047
468	0.1434516043
469	0.1429679531
470	0.1425564432
471	0.1423609689
472	0.1420776658
473	0.1420260791
474	0.1417180959
475	0.1413856938
476	0.1408097546
477	0.1404659658
478	0.1402416162
479	0.1398742116
480	0.1393729021
481	0.139147725
482	0.1386636013
483	0.1381874578
484	0.1379353871
485	0.137423148
486	0.1369383621
487	0.1366777307
488	0.1364556033
489	0.1360338733
490	0.1355393402
491	0.1352165834
492	0.1348817248
493	0.1346996933
494	0.1344791637
495	0.1342934038
496	0.1341591934
497	0.1340688633
498	0.1338970649
499	0.1336950787
500	0.1333627156
501	0.1331885734
502	0.1328554785
503	0.1325796738
504	0.1321889646
505	0.1320320686
506	0.1316136197
507	0.1312261422
508	0.1309629221
509	0.1307067554
510	0.1305287261
511	0.1303389613
512	0.1301690042
513	0.1299630838
514	0.1296675346
515	0.1294684066
516	0.1292199065
517	0.1290055279
518	0.1289597387
519	0.1288752252
520	0.1286205349
521	0.1284991242
522	0.1283591496
523	0.1281379443
524	0.1280144182
525	0.1276970541
526	0.1271787356
527	0.1269547967
528	0.1267643129
529	0.1264882573
530	0.1260831807
531	0.1257417968
532	0.1253947502
533	0.1248459828
534	0.1246566782
535	0.124474558
536	0.1242313363
537	0.123990718
538	0.123739966
539	0.1235698805
540	0.1232497771
541	0.1230910905
542	0.1229245616
543	0.122572256
544	0.1223036337
545	0.1220329789
546	0.1216932461
547	0.12151167
548	0.1212227862
549	0.1209055559
550	0.1207053524
551	0.1204847176
552	0.1202238385
553	0.1200452433
554	0.1196982633
555	0.1194184819
556	0.1192949035
557	0.1190187935
558	0.1188769476
559	0.1185391603
560	0.1181956418
561	0.1180121585
562	0.1177739417
563	0.1176937141
564	0.1173145582
565	0.117165175
566	0.1168678041
567	0.1166798351
568	0.1164298688
569	0.1161663589
570	0.115975271
571	0.1158961676
572	0.1157933606
573	0.1154571906
574	0.1152227326
575	0.1149284222
576	0.1147033515
577	0.1144926047
578	0.1143116069
579	0.1141813214
580	0.1137155732
581	0.1135439591
582	0.1132925916
583	0.1130976328
584	0.112905673
585	0.1127856611
586	0.1125345131
587	0.1123791281
588	0.1122657379
589	0.1120860062
590	0.1119325595
591	0.1118583123
592	0.1116891979
593	0.1114643444
594	0.1113276995
595	0.1111086215
596	0.1110314599
597	0.1108202733
598	0.1105718542
599	0.1104489275
600	0.1101785697
601	0.1099697463
602	0.1096460548
603	0.1094529403
604	0.1092565821
605	0.1089490232
606	0.1088196318
607	0.1085146351
608	0.1082782177
609	0.1081284086
610	0.1078821872
611	0.1076319
612	0.1072279157
613	0.1070975979
614	0.1067820878
615	0.1065768449
616	0.1062196023
617	0.106081017
618	0.105751426
619	0.1056088504
620	0.1055054901
621	0.1053572922
622	0.1051317497
623	0.1050374346
624	0.1047161816
625	0.1044916756
626	0.1043662216
627	0.1041635579
628	0.1040139648
629	0.1037611568
630	0.1035668498
631	0.1032969071
632	0.1031360491
633	0.1029212743
634	0.1027245982
635	0.1024076034
636	0.1022455788
637	0.1020972415
638	0.1019116558
639	0.1018957349
640	0.1017699936
641	0.1016098327
642	0.1013370951
643	0.1012226414
644	0.1011012335
645	0.1008340702
646	0.1006429704
647	0.1003795883
648	0.1001909074
649	0.09981153235
650	0.09963483068
651	0.09954369407
652	0.09942894368
653	0.09920386499
654	0.09883507398
655	0.09869950879
656	0.09855103411
657	0.09847810723
658	0.09833976841
659	0.09822222428
660	0.09811556471
661	0.09782040505
662	0.09762660156
663	0.09740210748
664	0.09713944321
665	0.09697316876
666	0.09688251369
667	0.0966703232
668	0.09646889539
669	0.0963249826
670	0.09618274119
671	0.09582149551
672	0.09580185682
673	0.09571583213
674	0.09553969951
675	0.09523078986
676	0.09500974805
677	0.09478352963
678	0.09467762396
679	0.09448054782
680	0.09441974064
681	0.09429175387
682	0.09421665403
683	0.09399436988
684	0.09384674178
685	0.09371443413
686	0.09346842269
687	0.09333648087
688	0.09311698874
689	0.0929882607
690	0.09289421078
691	0.09276977274
692	0.09262693661
693	0.09245229308
694	0.09225427697
695	0.09212108409
696	0.09174765668
697	0.0915296768
698	0.09142090842
699	0.09121967369
700	0.09109589049
701	0.09101506294
702	0.09093737775
703	0.09074843324
704	0.09054495169
705	0.09029735952
706	0.09009030844
707	0.08999956753
708	0.08993073274
709	0.08972805886
710	0.08951699087
711	0.08938471802
712	0.08929011835
713	0.08911591191
714	0.08899358443
715	0.08886292416
716	0.08864644352
717	0.08848405483
718	0.08825478845
719	0.08816034608
720	0.08794133384
721	0.08769693302
722	0.08748915543
723	0.08724817801
724	0.08720298017
725	0.08694661509
726	0.08668973011
727	0.0864739239
728	0.08635696947
729	0.08616977478
730	0.08599333044
731	0.08580274334
732	0.08564408567
733	0.08548957121
734	0.0854132657
735	0.0851625573
736	0.08507422487
737	0.08492010765
738	0.08476236011
739	0.08461760683
740	0.08446566276
741	0.08430528233
742	0.08416915553
743	0.08404264903
744	0.08395072901
745	0.08380249685
746	0.08364259563
747	0.08353923834
748	0.08333644828
749	0.08312397127
750	0.08295469834
751	0.08286052734
752	0.08260698922
753	0.08239249988
754	0.08222748875
755	0.08217652262
756	0.08197047874
757	0.0818114779
758	0.08157498338
759	0.08142983159
760	0.08141332834
761	0.08131140426
762	0.08112571022
763	0.08090145298
764	0.08071105602
765	0.08057887006
766	0.08046699311
767	0.08027335392
768	0.08016435623
769	0.08004958126
770	0.07985948385
771	0.07967586784
772	0.07956350271
773	0.07947790104
774	0.0792355972
775	0.07910712547
776	0.07883538775
777	0.07868585077
778	0.07852576937
779	0.07836444155
780	0.07828359799
781	0.07814061532
782	0.07804633117
783	0.07787711887
784	0.07772819097
785	0.07763607337
786	0.07745621745
787	0.07724466893
788	0.07717225118
789	0.07702477837
790	0.07693513054
791	0.07681733238
792	0.07676246684
793	0.07661869324
794	0.07654070565
795	0.07643122938
796	0.07629863774
797	0.07622821243
798	0.07607517204
799	0.07592196638
800	0.07577673474
801	0.07559847039
802	0.07543723648
803	0.07536093185
804	0.07525396463
805	0.07505772659
806	0.07487597206
807	0.07473387226
808	0.07459838481
809	0.07445523466
810	0.07439853214
811	0.0742440514
812	0.07408559572
813	0.07396259894
814	0.07388149663
815	0.07379499864
816	0.07362320165
817	0.07351217507
818	0.07331724139
819	0.07309271772
820	0.07299834483
821	0.07277445262
822	0.07266937391
823	0.07262580808
824	0.07250141622
825	0.07236918376
826	0.07225944895
827	0.07214010788
828	0.07200589796
829	0.07189071833
830	0.07174563048
831	0.07161531738
832	0.07155087062
833	0.0714865925
834	0.0713662425
835	0.07125240775
836	0.07114524584
837	0.07109320005
838	0.07107215535
839	0.07094538595
840	0.07083857642
841	0.07073511598
842	0.07051092719
843	0.070448928
844	0.07027620262
845	0.07014704278
846	0.07007889558
847	0.06994498606
848	0.06982900323
849	0.06966259389
850	0.06956750654
851	0.0694525141
852	0.0693821309
853	0.06929007334
854	0.06921072653
855	0.06910366268
856	0.06901845166
857	0.06895603525
858	0.0688876376
859	0.06871161889
860	0.06860139973
861	0.06844526737
862	0.06830652164
863	0.06819078286
864	0.06793193097
865	0.06775043996
866	0.06764093243
867	0.0674637833
868	0.06726994317
869	0.06718273287
870	0.06705293762
871	0.06694453762
872	0.06691252791
873	0.06679217194
874	0.0666162234
875	0.06647257394
876	0.06630848709
877	0.06619286287
878	0.06608580399
879	0.06597303
880	0.06587921759
881	0.06572070154
882	0.06563542651
883	0.06552616426
884	0.06540868528
885	0.06526631257
886	0.06513219925
887	0.06505228159
888	0.06498937611
889	0.06493581588
890	0.06471572516
891	0.06463172487
892	0.06453876335
893	0.06439873384
894	0.06432293385
895	0.06417568111
896	0.06403739304
897	0.06391318083
898	0.06374724805
899	0.06365915493
900	0.06353469826
901	0.0633281901
902	0.06312752469
903	0.06304489313
904	0.06294595255
905	0.06281473542
906	0.06274396038
907	0.06270187919
908	0.0625304588
909	0.06244275649
910	0.06235118188
911	0.06219113591
912	0.06214308584
913	0.06209183817
914	0.06207348122
915	0.06197762951
916	0.0619435166
917	0.06188352868
918	0.06182668055
919	0.06171471316
920	0.06158448071
921	0.06144294279
922	0.0613618997
923	0.06128628989
924	0.06122654023
925	0.06117899032
926	0.06113703803
927	0.06105221219
928	0.06098273637
929	0.06086847638
930	0.06064827952
931	0.06056289467
932	0.0604427758
933	0.06038427769
934	0.06025311339
935	0.06021271557
936	0.06012136558
937	0.06003413544
938	0.05990718782
939	0.0597818294
940	0.05970507653
941	0.0596424599
942	0.05953444517
943	0.0594662221
944	0.05936823956
945	0.05928443345
946	0.05920425563
947	0.05907526082
948	0.05897603071
949	0.05893689357
950	0.05887094167
951	0.05882436162
952	0.05870097911
953	0.0586243614
954	0.0585301936
955	0.05839830685
956	0.05829869543
957	0.05818515605
958	0.05809581252
959	0.05805696298
960	0.05793258442
961	0.05786459589
962	0.05770818566
963	0.05760603262
964	0.05744646138
965	0.05729565962
966	0.05723402222
967	0.05716344814
968	0.05701895591
969	0.05694125931
970	0.05689034541
971	0.0567954017
972	0.05672910237
973	0.05668366444
974	0.05661699808
975	0.05654129025
976	0.05641471534
977	0.05636416979
978	0.05631865967
979	0.05627586982
980	0.05622764849
981	0.05611544746
982	0.05604367446
983	0.0558718047
984	0.05582923428
985	0.05577078496
986	0.05568137498
987	0.05555009342
988	0.05543066983
989	0.05532400444
990	0.05524695475
991	0.05515226822
992	0.05510242796
993	0.05501933446
994	0.05495968091
995	0.05485334713
996	0.05474591239
997	0.05468687726
998	0.05454722454
999	0.05448719567
